longitude,latitude,housing_median_age,house_age_category,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-121.28,38.77,6,NEW,3819,550,1738,587,5.8718,201400
-118.43,34.01,43,NEW,1487,242,675,247,5.3403,489800
-121.38,38.59,36,NEW,1239,237,764,222,3.0156,103000
-117.68,35.65,15,NEW,2701,576,1245,513,3.3269,81900
-117.69,33.58,8,NEW,2887,351,1176,351,10.3953,500001
-118.24,34,23,NEW,588,157,716,173,1.2056,87500
-117.7,33.6,25,NEW,1321,295,396,278,3.1131,77100
-118.38,33.86,12,NEW,4235,735,1798,683,6.4242,365500
-117.05,32.61,31,NEW,4033,715,2585,715,3.5096,139900
-121.38,38.64,19,NEW,4563,1069,2256,926,2.1472,143400
-117.1,32.74,20,NEW,3854,1046,3555,966,1.6747,100000
-122.47,37.76,48,NEW,2064,484,1055,467,2.8711,329600
-117.84,33.76,16,NEW,238,51,93,50,5.375,215700
-122.26,37.88,52,OLD,2604,837,1798,769,1.725,287500
-118.4,33.87,45,NEW,2181,505,965,471,5.3816,500001
-122.37,38.33,29,NEW,1868,291,764,284,4.825,195100
-117.98,34.01,27,NEW,2643,418,1344,381,5.7057,262100
-122.7,38.45,26,NEW,2011,557,855,530,1.125,233300
-118.41,33.97,44,NEW,2789,503,3732,474,4.6176,352300
-121.92,37.3,36,NEW,2088,358,772,347,4.2762,310100
-122.11,37.37,49,NEW,1068,190,410,171,7.2045,500001
-121.87,37.39,9,NEW,2522,547,1591,481,4.9091,259700
-120.18,39.14,25,NEW,2171,386,248,116,3.0375,171900
-117.06,32.76,36,NEW,2785,577,1275,527,2.3015,156800
-117.24,33.93,12,NEW,7105,1447,4520,1333,3.2705,113200
-118.25,33.98,47,NEW,617,162,754,144,2.2969,116700
-117.8,33.68,14,NEW,2635,516,1150,499,4.4391,306700
-119.78,36.37,41,NEW,831,149,443,146,3.1406,100000
-117.04,32.7,7,NEW,9311,1703,7302,1694,4.419,156900
-118.29,34,6,NEW,1487,468,1509,403,1.4639,112500
-118.36,34.06,52,OLD,2130,455,921,395,2.9605,500001
-122.42,37.62,39,NEW,1355,214,682,246,6.3443,324700
-118.42,34.25,37,NEW,1545,341,1909,352,3.6791,148100
-121.1,38.95,17,NEW,1475,403,943,363,2.1287,55300
-117.74,34.05,27,NEW,852,237,1024,221,2.1141,110900
-122.39,37.74,52,OLD,126,24,37,27,10.2264,225000
-118.37,34.08,52,OLD,2946,695,1258,650,3.9783,374100
-122.08,37.87,24,NEW,6130,1359,1750,1286,2.9167,102700
-118.44,34.2,28,NEW,1732,435,1198,417,2.9219,241300
-121.37,38.56,19,NEW,6308,1167,3012,1112,2.9464,113500
-122.1,37.93,20,NEW,10212,1424,4083,1374,8.039,382200
-117.22,32.95,4,NEW,18123,3173,7301,2964,6.357,322500
-122.13,37.46,31,NEW,2247,573,1711,511,3.2642,185600
-122.3,38.29,20,NEW,1789,434,1113,398,2.4728,139700
-123.41,40.61,17,NEW,769,205,301,126,1.7875,55000
-120.77,37.01,28,NEW,1689,378,1057,267,3.125,156300
-118.8,34.41,45,NEW,1610,406,1148,347,2.7,120400
-119.27,34.27,52,OLD,1577,343,836,335,3.5893,206600
-122.47,37.74,52,OLD,3797,668,1633,658,5.6787,363600
-118.26,34.13,25,NEW,3208,1111,2843,1005,2.6673,218100
-119.77,36.76,40,NEW,2009,519,2219,505,1.2101,49100
-124.16,41.92,19,NEW,1668,324,841,283,2.1336,75000
-119.03,36.13,24,NEW,2259,408,1169,395,1.7106,95500
-122.18,37.79,41,NEW,1411,233,626,214,7.0875,240700
-123.85,39.39,23,NEW,4671,912,2095,857,3.184,140500
-122.7,38.33,16,NEW,1244,242,696,236,3.6369,158700
-118.1,33.85,36,NEW,956,159,416,157,4.6429,223700
-117.99,34.08,35,NEW,1032,207,954,191,2.8906,134800
-121.93,37.73,8,NEW,831,231,404,224,3.375,350000
-118.44,34.23,43,NEW,2257,429,1418,442,4.5278,181800
-118.32,34.26,24,NEW,5106,1010,2310,957,4.4375,191500
-118.15,34.11,39,NEW,2618,582,1314,532,3.5875,309300
-117.74,34.04,27,NEW,2215,440,1987,449,3.0429,129600
-121.35,38.28,17,NEW,2756,557,1986,530,3.2234,82000
-122.75,39.01,17,NEW,4162,967,889,414,3.4187,200500
-120.66,35.46,17,NEW,3748,609,1860,612,4.5179,225600
-122.62,38.92,13,NEW,520,115,249,109,1.8417,84700
-117.22,34.26,16,NEW,8020,1432,1749,540,4.9716,162500
-117.92,33.75,8,NEW,2325,598,1511,565,3.3629,137500
-122.28,37.81,36,NEW,2914,562,1236,509,2.4464,102100
-118.12,33.81,37,NEW,1798,331,860,340,4.2143,228500
-119.19,36.06,29,NEW,1815,376,1421,339,1.9091,71300
-117.97,34.07,22,NEW,1438,364,1325,335,2.7802,162500
-118.09,34.03,27,NEW,3797,597,2043,614,5.5,276800
-121.93,37.28,10,NEW,3163,832,1537,797,4.1674,214000
-122.65,38.96,27,NEW,2143,580,898,367,1.6769,63200
-122.49,37.75,48,NEW,2387,424,1041,408,3.7562,321200
-122.31,37.56,45,NEW,1792,301,829,318,4.9013,330100
-121.27,38.14,33,NEW,3557,894,2659,894,2.2883,86900
-118.39,34.23,18,NEW,3405,831,3001,795,3.0083,181900
-118.39,34.07,33,NEW,5301,1281,2243,1159,4.2386,500001
-117.15,32.92,16,NEW,2366,392,1482,407,4.9024,182900
-122.09,37.38,34,NEW,1959,342,849,357,6.2884,414700
-117.06,32.61,23,NEW,1630,362,1267,418,2.5625,131100
-122.33,37.91,36,NEW,1954,513,1437,440,1.125,93800
-116.92,32.76,7,NEW,1659,237,862,242,5.2741,249400
-116,34.12,32,NEW,3163,712,1358,544,2.125,57700
-117.69,33.6,19,NEW,3562,439,1584,470,6.4211,288100
-117.23,33.91,9,NEW,11654,2100,7596,2127,4.0473,127200
-117.18,34.04,41,NEW,1766,288,753,278,4.9125,140700
-121.33,38.28,14,NEW,980,171,659,183,4.4306,170100
-121.88,37.32,38,NEW,1787,508,2113,530,2.6386,177600
-122.52,37.97,33,NEW,563,194,265,169,2.75,231300
-117.77,34.06,27,NEW,2178,629,2379,591,1.9766,108000
-121.01,37.72,23,NEW,1373,264,677,245,2.5486,161100
-117.33,33.87,14,NEW,2300,335,1001,311,5.1045,161300
-118.24,33.97,37,NEW,1212,314,1403,279,2.5536,117200
-117.8,33.89,25,NEW,3121,381,1278,389,7.0217,357900
-119.62,36.56,30,NEW,1722,372,1467,403,1.8878,51600
-122.16,37.69,36,NEW,1118,219,625,228,3.7813,192200
-117.97,33.8,35,NEW,2985,474,1614,453,5.4631,225600
-120.87,37.76,16,NEW,2022,413,1126,408,2.5655,116400
-120.46,37.31,26,NEW,3170,572,1524,565,3.48,95300
-118.23,34.14,39,NEW,277,89,182,91,2.3958,175000
-121.07,38.66,22,NEW,1831,274,813,269,4.6394,173400
-120.09,36.95,16,NEW,3222,511,1425,503,4.1544,119400
-118.21,33.96,38,NEW,2090,519,1871,504,2.4688,169000
-122.63,38.23,37,NEW,1966,348,875,381,4.0703,223800
-119.4,36.25,25,NEW,1696,279,909,291,2.3,132800
-117.38,33.21,31,NEW,1502,367,1514,342,2.6442,103300
-117.25,32.8,37,NEW,1096,260,490,267,3.2663,270600
-122.23,40.57,18,NEW,1633,243,750,252,5.1585,150800
-121.23,38.79,45,NEW,907,176,463,190,2.2292,92000
-121.55,40.48,14,NEW,2413,524,805,329,2.7857,77400
-117.89,33.92,34,NEW,1473,312,1025,315,3.8333,170400
-117.23,32.72,43,NEW,952,209,392,210,2.1635,244200
-117.92,33.79,35,NEW,1785,288,1033,297,4.5739,190500
-117.58,34.11,14,NEW,11635,2055,6443,2009,4.7547,157600
-120.85,38.69,18,NEW,5928,1097,2697,1096,3.4872,141400
-121.53,38.48,5,NEW,27870,5027,11935,4855,4.8811,212200
-117.21,32.82,31,NEW,2035,383,866,360,3.8529,212000
-117.35,34.13,26,NEW,3920,570,1862,552,3.7286,132000
-118.17,33.79,30,NEW,1349,519,2646,552,1.9318,115900
-118.3,34.26,37,NEW,2824,633,1619,573,3.5568,184500
-118.02,33.83,16,NEW,1139,328,665,290,3.2933,260000
-116.99,33.01,11,NEW,1412,185,529,166,7.7517,500001
-122.56,38.01,21,NEW,2144,400,840,398,4.6,239500
-118.15,34.1,39,NEW,3856,867,1847,830,3.4559,364900
-117.93,33.73,27,NEW,3662,834,3009,743,3.9816,179500
-121.09,38.03,21,NEW,2064,342,1021,359,4.517,152200
-116.66,33.09,24,NEW,1378,272,532,188,1.5909,221900
-118.26,33.83,24,NEW,3059,729,2064,629,3.5518,184600
-117.94,33.93,14,NEW,999,232,1037,244,2.7125,166100
-116.93,32.83,19,NEW,3038,529,1463,509,3.944,172500
-122.29,37.85,52,OLD,477,119,218,106,2.5682,120000
-122.48,37.67,14,NEW,3395,1059,2258,945,2.964,319700
-119.33,36.31,15,NEW,1472,228,892,257,5.3909,113000
-118.41,34.21,35,NEW,1789,292,897,267,5.592,239900
-119.5,34.35,39,NEW,308,38,59,21,11.7794,500001
-118.33,34.11,48,NEW,1601,464,784,461,3.0642,342900
-118.3,34.1,29,NEW,3403,1367,3432,1174,1.7083,166700
-119.75,34.4,31,NEW,1997,299,826,301,6.8927,500001
-120.94,39.32,14,NEW,3120,595,1569,556,3.5385,157400
-117.68,35.61,9,NEW,4241,832,1929,742,3.5988,84500
-122.27,38.12,45,NEW,4423,1001,2109,874,2.6937,111800
-118.21,34.11,32,NEW,2759,499,1661,533,4.3812,228200
-117.23,33.1,4,NEW,1862,291,685,248,7.745,237400
-119.46,35.14,30,NEW,2943,697,1565,584,2.5313,45800
-119.78,36.76,50,NEW,1343,322,1063,342,1.75,49800
-117.81,33.66,20,NEW,2851,490,1192,463,5.8752,274200
-119.29,34.31,25,NEW,1092,190,702,215,3.9063,192700
-122.41,37.61,46,NEW,2975,643,1479,577,3.8214,273600
-120.32,37.29,38,NEW,576,130,478,112,2.3382,59600
-118.37,34.16,40,NEW,1973,382,774,352,4.4122,282300
-122.05,37.05,41,NEW,2422,502,915,366,4.1679,201300
-118.46,34.03,52,OLD,523,124,317,130,2.2794,337500
-117.12,32.76,43,NEW,2336,644,1203,614,2.3594,127800
-122.04,37.57,12,NEW,5719,1064,3436,1057,5.2879,231200
-121.97,37.36,34,NEW,884,153,534,154,6.0116,271200
-121.28,38.53,18,NEW,224,38,95,41,3.1042,165000
-119.09,35.3,3,NEW,2821,519,1353,495,3.6852,109800
-121.75,36.91,42,NEW,1368,468,2312,484,2.5599,151400
-121.86,38,4,NEW,4075,927,2239,849,3.5857,165200
-118.53,34.45,26,NEW,828,149,508,158,5.2374,185500
-117.94,33.81,24,NEW,4602,1131,3003,1014,3.6771,172200
-119.84,34.45,26,NEW,4424,616,1839,601,6.3654,331200
-118.24,33.91,37,NEW,1607,377,1526,375,1.7158,94300
-117.06,33.14,27,NEW,3819,674,2447,717,3.8185,137200
-120.98,37.67,33,NEW,1433,298,824,302,2.7621,109100
-117.74,34.09,30,NEW,3199,591,2192,563,3.4871,136400
-118.18,34.01,39,NEW,322,82,319,90,2.6364,148800
-118.24,33.89,32,NEW,1132,266,1211,279,2.1838,98300
-123.08,40.4,10,NEW,365,102,140,49,1.7969,37500
-117.32,34.07,52,OLD,1226,269,693,272,1.9963,76900
-118.24,33.85,25,NEW,9594,1489,5237,1496,5.9684,193300
-122.23,37.78,52,OLD,472,146,415,126,2.6429,71300
-121.18,38.78,13,NEW,3480,528,1432,532,6.1642,277800
-118.1,33.91,29,NEW,505,113,411,113,2.6397,164400
-121.97,38.04,38,NEW,2505,554,1595,498,2.5833,83500
-118.47,34,41,NEW,2331,636,1839,537,2.288,263500
-119.31,36.39,32,NEW,2293,466,1538,468,1.9342,68600
-122.17,37.71,38,NEW,890,200,481,198,3.244,179800
-122.49,37.68,35,NEW,2405,461,1583,471,5.0659,238000
-121.3,37.98,39,NEW,3375,659,1388,631,2.6364,93800
-121.37,38.57,22,NEW,4899,847,1701,826,5.2449,387000
-122.08,37.61,6,NEW,2605,474,1568,433,5.0406,261400
-117.11,32.57,32,NEW,2723,586,1702,562,3.3371,140500
-122.09,37.4,22,NEW,1489,436,662,470,3.5179,197200
-122.01,36.98,27,NEW,2820,730,1511,745,2.589,242400
-118.25,34,36,NEW,1033,267,1112,229,1.7237,105800
-117.83,33.66,16,NEW,1574,385,515,363,5.3423,291700
-121.96,37.74,2,NEW,200,20,25,9,15.0001,350000
-119.81,36.73,51,OLD,956,196,662,180,2.101,56700
-118.62,34.06,25,NEW,3546,584,1530,601,7.4001,500001
-122.35,37.96,35,NEW,1326,346,1023,295,2.0724,97700
-119.06,36.1,21,NEW,1344,249,868,221,2.5893,63600
-122.47,37.75,52,OLD,1598,285,689,265,4.6071,337400
-122.54,37.9,41,NEW,3170,622,1091,528,3.7813,389200
-119.73,36.76,30,NEW,1548,282,886,311,3.1,71300
-122.03,36.96,40,NEW,584,126,316,139,3.5938,243500
-119.75,36.78,33,NEW,1145,197,508,198,2.3333,81300
-117.3,33.06,24,NEW,2171,511,870,442,3.194,276300
-121.99,36.96,16,NEW,875,201,300,157,2.625,377300
-120.73,39.63,17,NEW,1791,356,432,190,3.8826,92400
-118.48,34.03,19,NEW,902,284,414,272,1.3333,310000
-118.22,33.95,36,NEW,1679,483,2249,487,2.8167,160400
-118.24,33.97,43,NEW,1357,349,1657,331,2.0819,111800
-117.82,35.03,30,NEW,2555,510,1347,467,3.3693,71800
-117.02,32.7,18,NEW,1643,283,1134,269,5.1769,133000
-122.35,37.94,47,NEW,1275,275,844,273,2.8967,95600
-119.8,36.78,50,NEW,1818,374,737,338,2.2614,73000
-122.19,37.48,38,NEW,1300,269,608,292,4.5568,286900
-122.38,37.59,31,NEW,3052,844,1581,788,3.0744,457700
-122.15,37.75,44,NEW,1938,399,946,331,3.225,135800
-119.35,36.19,6,NEW,958,226,734,230,1.0349,67800
-120.45,34.95,7,NEW,1479,532,1057,459,2.2538,162500
-122.28,38.29,19,NEW,531,112,139,80,1.9875,325000
-122.26,37.84,49,NEW,713,202,462,189,1.025,118800
-122.3,37.81,52,OLD,572,109,274,82,1.8516,85000
-118.22,33.9,22,NEW,312,107,583,119,1.9423,98400
-117.67,33.64,11,NEW,2722,554,1565,508,5.1645,164100
-122.02,37.01,20,NEW,1005,138,345,129,10.0968,500001
-117.38,33.19,17,NEW,353,112,359,118,1.5625,162500
-118.01,34.08,30,NEW,2281,522,1969,500,3.6531,166300
-118.6,34.13,20,NEW,14291,1934,5452,1875,9.1232,472000
-118.52,34.2,19,NEW,4315,1304,2490,1222,2.6437,195000
-118.42,34.27,35,NEW,2700,702,3444,679,1.4867,124000
-122.08,37.71,35,NEW,2211,350,1004,365,5.4639,238600
-117.65,33.57,5,NEW,1998,500,1185,446,4.3542,195600
-120.54,37.68,18,NEW,335,76,189,67,1.2273,87500
-118.31,34.05,40,NEW,1667,365,1161,384,3.1406,417600
-122.42,37.6,34,NEW,3562,565,1542,563,5.8783,405100
-118.18,33.98,38,NEW,1477,374,1514,408,2.5703,178600
-121.25,36.32,12,NEW,4776,1082,4601,1066,2.9184,100500
-118.17,34.69,12,NEW,4881,803,2188,724,4.1667,171900
-120.33,39.3,16,NEW,868,178,44,21,3,175000
-118.38,34.06,29,NEW,3946,1008,1676,876,2.7824,450000
-119.78,36.73,52,OLD,1377,319,1280,259,1.2344,43300
-118.33,33.97,44,NEW,2526,579,1423,573,2.5363,158800
-118.37,34.06,36,NEW,1661,395,690,365,3.3438,500001
-119,35.39,51,OLD,1373,284,648,300,2.8295,72100
-117.95,33.87,35,NEW,1854,383,1115,381,4.4784,185200
-118.38,34.58,18,NEW,1859,375,913,372,4.3456,148900
-118.29,34.08,25,NEW,2459,823,2635,763,2.4,173900
-120.97,37.68,16,NEW,2493,535,1370,504,3.3368,121200
-122.28,37.87,52,OLD,589,132,288,131,3.5156,200000
-118.14,33.88,41,NEW,1531,343,1119,341,4.3646,161400
-122.06,37.38,20,NEW,4293,1272,2389,1210,4.2719,270800
-118.54,34.27,28,NEW,2309,300,931,302,6.7415,348200
-117.88,33.84,25,NEW,1781,349,918,378,3.9286,262700
-118.3,34.19,52,OLD,1704,277,746,262,4.7986,326100
-117.84,33.8,35,NEW,1490,251,629,257,4.3661,222100
-121.27,38.65,25,NEW,2787,601,1247,522,2.9016,159800
-117.88,33.87,21,NEW,1519,388,1203,366,3.2083,145300
-119.88,34.42,22,NEW,2367,492,1333,488,3.6304,312200
-118.48,34.01,31,NEW,1829,458,719,392,4.4,353800
-116.95,33.86,1,NEW,6,2,8,2,1.625,55000
-117.67,33.51,17,NEW,2112,480,1893,433,4.0388,120400
-118.35,34.04,38,NEW,1626,375,1019,372,2.3687,146800
-124.16,40.8,52,OLD,2167,480,908,451,1.6111,74700
-118.35,34.05,33,NEW,2880,836,1416,736,2.6781,328800
-119.08,34.35,24,NEW,3663,828,2718,778,3.2757,186000
-122.51,37.78,45,NEW,2564,499,1056,460,4.7328,351100
-118.36,34.14,30,NEW,1376,317,629,320,3.6823,295200
-121.96,37.55,4,NEW,3746,993,1606,838,4.1387,162500
-117.19,32.77,30,NEW,2747,640,3185,657,3.765,238000
-118.09,33.89,42,NEW,1150,215,708,204,3.6875,171500
-121.76,36.9,44,NEW,919,309,1321,301,2.0775,121400
-118.14,33.92,35,NEW,2378,559,1799,546,3.9327,190500
-119.06,34.36,52,OLD,1239,320,934,298,1.8618,183300
-118.12,34.16,52,OLD,2218,437,1211,422,5.0237,241900
-117.8,34.15,14,NEW,7876,1253,3699,1162,5.5423,248700
-120.04,39.24,30,NEW,2369,469,510,213,2.65,123800
-121.47,38.48,25,NEW,2969,551,1745,487,2.6382,76200
-122.27,37.54,15,NEW,2126,310,905,306,8.9083,500001
-122.02,37.54,31,NEW,1240,264,719,236,3.535,210300
-121.38,38.4,15,NEW,4155,637,1722,616,4.8831,154400
-122.04,37.35,20,NEW,2016,313,767,310,6.837,383000
-117.12,32.76,41,NEW,1469,421,803,395,2.1856,120500
-117.34,34.18,7,NEW,2914,481,1584,499,4.6312,124900
-121.02,37.67,32,NEW,3951,797,1916,740,2.6722,111500
-119.06,34.38,33,NEW,1465,262,731,266,3.9464,230300
-118.16,33.91,35,NEW,1403,338,1415,367,3.0967,144000
-121.92,37.34,52,OLD,2584,491,1087,433,4.4,391300
-119.03,34.21,11,NEW,4528,729,2398,684,5.3044,319000
-121.96,37.34,37,NEW,663,127,293,132,3.7813,247800
-114.61,33.62,16,NEW,1187,261,1115,242,2.1759,61500
-117.27,33.15,4,NEW,23915,4135,10877,3958,4.6357,244900
-121.37,38.62,27,NEW,1743,380,697,368,1.6678,166100
-118.18,33.82,43,NEW,2210,469,1042,418,3.5,216700
-118.02,33.77,33,NEW,2683,436,1520,456,5.0091,211500
-120.05,34.47,21,NEW,1241,248,746,211,3.8056,425000
-118.25,34.01,45,NEW,782,270,1030,235,1.0898,93400
-119.54,38.51,14,NEW,1250,272,721,234,2.35,95700
-117.27,34.5,7,NEW,2045,342,878,292,6.0296,194100
-121.96,36.99,23,NEW,3209,748,1423,666,2.7375,238000
-118.19,34.04,45,NEW,963,234,1194,239,2.1806,134900
-121.28,37.95,49,NEW,1200,364,1448,318,1.1094,52500
-117.96,33.79,29,NEW,1813,501,1170,482,2.0677,214500
-118.44,34.17,25,NEW,4966,1134,1941,958,3.8081,286700
-122.31,37.52,35,NEW,1817,262,659,262,6.8336,457200
-117.97,33.92,24,NEW,2017,416,900,436,3,251400
-117.71,34.05,20,NEW,2281,444,1545,481,2.5735,130500
-118.42,34.02,26,NEW,2664,842,1745,789,3.4269,301900
-120.25,37.11,20,NEW,2062,466,1285,456,1.5319,50500
-121.35,38.51,29,NEW,2337,391,1054,352,4.2206,157700
-120.25,38.55,15,NEW,4403,891,1103,433,3.0125,111700
-118.02,34.02,21,NEW,5992,986,2647,969,5.2405,302400
-120.66,35.26,15,NEW,5540,1319,2383,1165,2.2656,226200
-120.66,40.42,35,NEW,1450,325,717,297,2.5074,66400
-118.15,35.06,15,NEW,1069,296,569,263,2.0441,73300
-122.51,37.78,47,NEW,2496,494,1201,454,4.0353,342200
-120.46,34.65,22,NEW,1298,358,1272,363,1.6488,117500
-117.93,33.93,25,NEW,2431,534,1702,523,3.7933,184400
-118.21,33.97,49,NEW,1409,313,1268,317,3.9408,170600
-120.18,34.62,25,NEW,1337,219,671,225,3.1912,226400
-122.14,37.43,18,NEW,2060,563,1144,600,4.0686,378600
-123.11,40.6,23,NEW,708,202,316,136,1.1602,65000
-117.94,33.84,25,NEW,4016,831,2166,774,3.1884,135400
-122.75,38.48,4,NEW,6487,1112,2958,1131,4.5417,197400
-121.61,37.15,16,NEW,5498,729,2051,694,7.8601,416300
-122.42,40.6,5,NEW,2614,433,1275,411,3.4464,122900
-119.16,34.95,14,NEW,4054,787,1581,579,3.0882,148200
-118.63,34.24,9,NEW,4759,924,1884,915,4.8333,277200
-121.95,36.98,34,NEW,3745,958,1622,802,3.1546,261200
-117.25,32.79,43,NEW,906,240,458,205,1.8365,328600
-119.18,34.22,15,NEW,4615,1008,2549,973,3.9063,198700
-117.26,32.82,34,NEW,5846,785,1817,747,8.496,500001
-117.07,32.79,25,NEW,2489,314,911,309,7.8336,277600
-116.76,34.23,10,NEW,4374,989,1020,376,2.6071,89000
-118.25,34.13,52,OLD,322,88,229,89,2.125,243800
-117.28,34.26,18,NEW,3895,689,1086,375,3.3672,133600
-122.57,38.11,32,NEW,3521,748,1706,723,3.4705,228600
-122.45,37.79,52,OLD,1457,215,495,208,10.7097,500001
-117.77,33.71,15,NEW,2102,295,1060,303,7.3141,337100
-119.44,36.61,17,NEW,1531,280,775,246,3.9073,91600
-118.32,33.93,37,NEW,2379,462,1327,445,4.25,172100
-118.22,33.79,28,NEW,3008,629,2537,596,2.3,137500
-122.65,38.48,17,NEW,1090,164,473,163,5.5061,231800
-121.23,37.96,44,NEW,2204,473,1277,435,1.5539,59200
-117.86,34.09,26,NEW,3408,542,1664,543,6.1498,239100
-122.06,37.86,16,NEW,5187,1014,1512,986,4.4551,252400
-117.36,34.1,29,NEW,2819,637,1683,608,2.3205,87600
-117.3,34.1,49,NEW,60,11,76,13,2.5625,75000
-122.14,38.03,42,NEW,118,34,54,30,2.5795,225000
-121.64,36.8,18,NEW,5915,1000,2975,975,4.5812,255200
-122.24,38.01,11,NEW,3751,565,1949,555,5.7862,269400
-116.86,34.31,19,NEW,1649,328,382,151,4.0556,133000
-122.71,37.88,21,NEW,2845,552,599,250,4.3125,495800
-117.09,32.56,8,NEW,864,156,626,172,4.8984,151500
-122.25,37.47,35,NEW,3183,515,1313,487,5.9062,383200
-118.12,33.77,20,NEW,4534,954,1941,892,6.0362,463500
-120.96,37.67,17,NEW,2434,511,1558,546,2.9219,114300
-119.3,36.32,23,NEW,3521,615,1712,636,3.3875,92500
-117.39,33.96,52,OLD,1992,345,948,358,3.2917,129300
-121,37.6,22,NEW,4412,925,3116,817,2.6899,82100
-117.09,32.64,19,NEW,2571,791,1205,783,1.62,131300
-122.05,37.93,15,NEW,7803,1603,2957,1546,4.45,184900
-120.43,34.87,26,NEW,1699,272,799,266,3.9871,157700
-122.09,37.69,43,NEW,500,110,273,120,3.3125,150000
-118.46,34.01,39,NEW,711,148,347,153,4.2813,297200
-121.98,37.37,35,NEW,995,202,615,199,5.0942,217500
-121.97,37.76,8,NEW,3743,581,1633,567,6.7027,381900
-117.81,33.83,8,NEW,7326,884,2569,798,10.157,477100
-118.16,33.89,38,NEW,483,113,389,108,2.1859,143800
-115.57,32.78,25,NEW,2007,301,1135,332,5.128,99600
-117.62,33.42,27,NEW,1005,266,460,243,3.1029,190600
-121.51,38.56,43,NEW,1048,312,1320,294,1.0649,137500
-117.11,32.75,18,NEW,1943,587,1329,522,1.7696,103100
-122.46,37.72,37,NEW,1833,388,1093,363,3.0703,211800
-122.01,37.58,17,NEW,4313,717,2629,721,5.7579,231800
-116.85,34.26,18,NEW,6988,1635,2044,726,2.4308,90600
-122.18,37.15,17,NEW,1457,289,591,235,5.5785,284100
-116.95,32.82,19,NEW,5308,1058,2852,1092,2.9161,135700
-117.23,32.74,16,NEW,1953,404,798,385,4.8167,169800
-117.84,34.11,17,NEW,3499,621,1911,621,4.8894,191700
-122.49,37.76,48,NEW,1351,270,650,265,3.5278,339800
-117.93,33.71,10,NEW,2775,717,1581,633,4.1366,158800
-118.18,33.74,30,NEW,5915,1750,2136,1503,4.0968,310000
-118.08,33.92,38,NEW,1335,282,1011,269,3.6908,157500
-118.3,34.01,52,OLD,1444,343,1154,334,2.0625,134400
-122.17,39.31,35,NEW,2791,552,1395,476,2.5625,62700
-117.14,32.75,19,NEW,1358,613,766,630,1.0353,150000
-117.94,34.04,36,NEW,1431,354,1367,334,3.5592,160200
-121.74,37.19,11,NEW,1290,197,881,191,4.2039,500001
-118.36,33.81,26,NEW,1575,300,881,309,5.1778,359900
-122.44,37.78,37,NEW,1235,314,481,297,3.6875,492300
-118.19,33.81,23,NEW,954,390,804,373,2.5833,181300
-117.29,33.19,18,NEW,6235,1233,4127,1162,3.0704,151600
-117.24,32.85,18,NEW,3117,475,904,368,6.7587,388500
-117.24,32.8,29,NEW,3376,882,1513,843,3.101,238200
-120.98,38.66,9,NEW,2073,404,916,373,3.225,163300
-119.63,36.76,22,NEW,4126,614,1795,613,4.925,154700
-121.65,37.12,14,NEW,4721,999,2648,888,3.6895,239300
-121.9,37.44,12,NEW,4228,734,2594,732,6.6086,299400
-122.11,37.7,23,NEW,1689,461,828,443,2.1552,161400
-118.29,33.95,35,NEW,1401,362,1357,327,2.0917,99300
-117.76,34.06,30,NEW,1700,504,1719,459,2.227,91900
-118.32,34.08,52,OLD,2370,473,1053,434,4.1429,380300
-117.08,32.72,32,NEW,2286,468,1741,467,3.0446,101900
-117.13,32.79,35,NEW,1362,243,698,255,3.6458,173800
-121.94,36.98,24,NEW,3010,562,1360,504,4.2006,290700
-118.23,33.96,36,NEW,1062,270,1136,273,1.6597,109100
-121.98,37.36,34,NEW,1735,318,1019,301,4.5625,242700
-118.28,34.12,50,NEW,2384,312,836,337,12.8763,500001
-122.13,37.15,39,NEW,2854,613,1338,518,3.9423,180300
-118.2,33.78,48,NEW,1766,497,1908,466,1.9872,168800
-117.73,34.12,26,NEW,1279,163,412,157,6.1731,293800
-117.99,33.69,12,NEW,2480,858,1441,788,1.6705,350000
-117.94,34.06,32,NEW,3418,662,2003,622,4.0333,210200
-117.39,34.11,5,NEW,2987,457,1821,485,4.8889,138900
-122,38.35,38,NEW,1918,364,745,348,2.5707,126000
-120.98,37.59,2,NEW,5042,834,2784,787,4.6484,145900
-118.26,34.12,45,NEW,2839,698,1768,653,3.1306,214000
-122.16,37.68,16,NEW,1687,348,568,352,2.3869,83300
-118.12,33.83,45,NEW,1579,278,687,285,5.0424,225900
-117.88,33.79,32,NEW,1484,295,928,295,5.1418,190300
-122.41,37.71,40,NEW,2054,433,1738,429,4.9926,213900
-122.39,37.73,43,NEW,4864,972,3134,959,4.3393,217300
-121.93,36.63,33,NEW,1740,342,638,329,3.1912,319800
-120.31,38.02,11,NEW,2366,398,1046,387,3.8203,139700
-122.47,37.61,34,NEW,4551,837,2208,834,5.4364,279300
-117.68,34,5,NEW,3761,580,2335,648,5.7338,225400
-122.28,37.85,41,NEW,535,123,317,119,2.4038,107500
-117.18,32.92,4,NEW,15025,2616,7560,2392,5.196,210700
-117.7,33.6,26,NEW,2283,506,634,469,2.3774,74300
-122.48,37.75,52,OLD,2074,401,1136,409,4.7703,331000
-117.15,32.74,26,NEW,3149,832,1320,808,3.0259,211700
-119.9,36.79,22,NEW,1970,332,1066,319,3.3125,106100
-117.19,32.78,34,NEW,4108,664,1659,644,4.4097,252000
